Decile ID,Decile,Good ID,Good,Expenditures,Expenditures -- margin of error,Share,Share of margin of error,Calculated population size,Average number of persons,Average number of consumer units
,,r066,cabbages -- fresh,140,40,..,..,403720,2.1,1.57
,,r067,vegetables cultivated for their fruit -- fresh ,1270,180,0.5,0.1,403720,2.1,1.57
,,r068,onion -- leek -- fresh,210,40,..,..,403720,2.1,1.57
,,r069,mashrooms -- fresh,60,30,..,..,403720,2.1,1.57
,,r070,soups -- vegetabledishes,500,90,..,..,403720,2.1,1.57
,,r071,root crops,210,40,..,..,403720,2.1,1.57
,,r072,potatoes,360,60,..,..,403720,2.1,1.57
,,r073,products of potatoes (french fries -- mashed potatoes),370,90,..,..,403720,2.1,1.57
,,r074,vegetables - unspecified,..,..,..,..,403720,2.1,1.57
,,r075,sugar and sweets,2850,420,1.1,0.1,403720,2.1,1.57
,,r076,sugar -- jam -- honey -- chocolate and confectionery,200,60,..,..,403720,2.1,1.57
,,r077,jams -- marmelade,290,280,..,..,403720,2.1,1.57
,,r078,ice cream,470,110,..,..,403720,2.1,1.57
,,r079,other suger products,1900,250,0.8,0.1,403720,2.1,1.57
,,r080,sauces -- condiments,580,110,..,..,403720,2.1,1.57
,,r081,salt -- spices and culinary herbs,360,80,..,..,403720,2.1,1.57
,,r082,baby food -- dietary preparations -- baker´s yeast and other food preparations,310,80,..,..,403720,2.1,1.57
,,r083,snacks,330,90,..,..,403720,2.1,1.57
,,r084,unspec provisions,1240,760,0.5,0.3,403720,2.1,1.57
,,r085,non alcoholic beverages,2610,290,1.0,0.1,403720,2.1,1.57
,,r086,fruit- and vegetable juices,460,90,..,..,403720,2.1,1.57
,,r087,soft drinks,970,150,0.4,0.1,403720,2.1,1.57
,,r088,mineral or spring waters,230,70,..,..,403720,2.1,1.57
,,r089,coffee,790,160,0.3,0.1,403720,2.1,1.57
,,r090,tee,140,70,..,..,403720,2.1,1.57
,,r091,cacao,30,10,..,..,403720,2.1,1.57
,,r092,dinner out,9050,1630,3.5,0.7,403720,2.1,1.57
,,r093,alcoholic beverages (with low-strength beer),4070,1010,1.6,0.4,403720,2.1,1.57
,,r094,tobacco ,1880,710,0.7,0.3,403720,2.1,1.57
,,r095,consumer goods,5640,1060,2.1,0.3,403720,2.1,1.57
,,r096,personal hygiene,3370,1000,1.2,0.3,403720,2.1,1.57
,,r097,other consumption purposes,2270,360,0.9,0.1,403720,2.1,1.57
,,r098,domestic services,8210,1960,3.0,0.8,403720,2.1,1.57
,,r099,childminding,990,360,0.3,0.1,403720,2.1,1.57
,,r100,charge of skill -- other insurance,1320,330,0.5,0.1,403720,2.1,1.57
,,r101,other services,5900,1890,2.1,0.8,403720,2.1,1.57
,,r102,clothing and footwear,11250,2840,3.8,0.9,403720,2.1,1.57
,,r103,clothing,9530,2660,3.2,0.8,403720,2.1,1.57
,,r104, outdoor clothes,1620,740,0.5,0.2,403720,2.1,1.57
,,r105,other clothes,6200,2420,2.0,0.7,403720,2.1,1.57
,,r106,underwear,1000,380,0.4,0.1,403720,2.1,1.57
,,r107,accessoarer -- hats -- caps -- gloves etc.,400,200,..,..,403720,2.1,1.57
,,r108,footwear,1730,770,0.6,0.3,403720,2.1,1.57
,,r109,housing,64220,3320,26.6,1.6,403720,2.1,1.57
,,r110,actual rentals for housing (incl. garage),28010,4210,12.1,1.9,403720,2.1,1.57
,,r111,reparations,3620,1100,1.3,0.4,403720,2.1,1.57
,,r112,householder´s comprehensive insurance,1840,220,0.8,0.1,403720,2.1,1.57
,,r113,services associates with housing ,4770,970,1.9,0.4,403720,2.1,1.57
,,r114,electicity -- gas and other fuels ,9680,1450,4.0,0.7,403720,2.1,1.57
,,r115,interests (gross),11730,2540,4.6,1.0,403720,2.1,1.57
,,r116,furnishings -- household equipment and routine maintenance of the house,16680,3940,5.9,1.1,403720,2.1,1.57
,,r117,furniture and furnishings -- carpets and other floor coverings,6280,1790,2.3,0.7,403720,2.1,1.57
,,r118,textile,1260,750,0.4,0.2,403720,2.1,1.57
,,r119,household applience,9140,2950,3.1,0.8,403720,2.1,1.57
,,r120,health and hospital services,7370,2010,2.7,0.7,403720,2.1,1.57
,,r121,transport,46430,7980,15.7,1.9,403720,2.1,1.57
,,r122,purchase of new motor-cars,11950,4410,3.4,1.3,403720,2.1,1.57
,,r123,purchase of other vehicles,2650,2340,0.7,0.5,403720,2.1,1.57
,,r124,operation of motor-cars,25380,5720,9.2,1.4,403720,2.1,1.57
,,r125,interests (motorcars - gross) -- licence duty,1960,530,0.8,0.2,403720,2.1,1.57
,,r126,operation of other vehicles,620,320,0.2,0.1,403720,2.1,1.57
,,r127,interests (other vehicles - gross) -- licence duty (other vehicles),..,..,..,..,403720,2.1,1.57
,,r128,services of transport,3840,1480,1.4,0.5,403720,2.1,1.57
,,r129,leisure time and culture,51070,5020,19.2,1.5,403720,2.1,1.57
,,r130,weekend cottage,2880,1010,1.1,0.4,403720,2.1,1.57
,,r131,radio and tv,3900,1010,1.5,0.4,403720,2.1,1.57
,,r132,sport and hobby,4640,1940,1.6,0.7,403720,2.1,1.57
,,r133,watch -- camera -- photographic and cinematographic equipment,1520,920,0.5,0.2,403720,2.1,1.57
,,r134,holidays -- hotels,12700,2840,4.7,1.0,403720,2.1,1.57
,,r135,other spare time,8400,1970,3.0,0.7,403720,2.1,1.57
,,r136,entertainment,1160,510,0.4,0.2,403720,2.1,1.57
,,r137,books -- newspapers -- television taxes,9340,1080,3.6,0.3,403720,2.1,1.57
,,r138,mobiltelephone (callcharge and subscription fee),2960,740,1.2,0.3,403720,2.1,1.57
,,r139,telephone (callcharge and subscription fee),3560,380,1.5,0.2,403720,2.1,1.57
D7,decil 7,r001,total expenditures,306500,17390,100.0,0.0,411070,2.6,1.81
,,r002,food,36860,2280,12.9,0.8,411070,2.6,1.81
,,r003,bread and cereals,6260,580,2.3,0.2,411070,2.6,1.81
,,r004,rice and products of rice -- of which:,250,50,..,..,411070,2.6,1.81
,,r005,rice,120,30,..,..,411070,2.6,1.81
,,r006,products of rice,130,40,..,..,411070,2.6,1.81
,,r007,pasta products,520,100,0.2,0.1,411070,2.6,1.81
,,r008,flour -- grain,720,120,..,..,411070,2.6,1.81
,,r009,bread -- of which:,2690,250,1.0,0.1,411070,2.6,1.81
,,r010,hard bread,310,60,..,..,411070,2.6,1.81
,,r011,soft white bread,610,90,..,..,411070,2.6,1.81
,,r012,soft brown bread,540,90,..,..,411070,2.6,1.81
,,r013,soft light bread,770,110,..,..,411070,2.6,1.81
,,r014,bread unspecified,460,110,..,..,411070,2.6,1.81
,,r015,pastry-cook products,2080,400,0.8,0.2,411070,2.6,1.81
,,r016,meat,6820,580,2.4,0.2,411070,2.6,1.81
,,r017,fresh -- chilled or frozen meat of bovine animals,1010,260,0.3,0.1,411070,2.6,1.81
,,r018,fresh -- chilled or frozen meat of pig,1340,230,0.5,0.1,411070,2.6,1.81
,,r019,fresh -- chilled or frozen meat of sheep and goat,190,100,..,..,411070,2.6,1.81
,,r020,fresh -- chilled or frozen meat of poultry,790,190,0.3,0.1,411070,2.6,1.81
,,r021,dried -- salted or smoked meat and edible meat offal,..,..,..,..,411070,2.6,1.81
,,r022,dried -- salted or smoked meat of pig,1300,170,0.5,0.1,411070,2.6,1.81
,,r023,dried -- salted or smoked other meats,210,60,..,..,411070,2.6,1.81
,,r024,meat -- sausages and meat of sandwiches,1150,150,0.4,0.1,411070,2.6,1.81
,,r025,pastry -- cured meats and provisions,290,60,..,..,411070,2.6,1.81
,,r026,meatdishes,420,120,0.2,0.1,411070,2.6,1.81
,,r027,meat - unspecified,100,70,..,..,411070,2.6,1.81
,,r028,fish,1980,280,0.7,0.1,411070,2.6,1.81
,,r029,fresh -- chilled or frozen fish -- of which:,690,150,..,..,411070,2.6,1.81
,,r030,codfish,170,70,..,..,411070,2.6,1.81
,,r031,salomonfish,290,90,..,..,411070,2.6,1.81
,,r032,herring,30,20,..,..,411070,2.6,1.81
,,r033,other fish,150,60,..,..,411070,2.6,1.81
,,r034,seafood,350,140,..,..,411070,2.6,1.81
,,r035,caviar -- roes -- other fishproducts,190,50,..,..,411070,2.6,1.81
,,r036,fish and seafood dishes,740,140,0.3,0.1,411070,2.6,1.81
,,r037,fish and seafood - unspecified,..,..,..,..,411070,2.6,1.81
,,r038,milk -- cheese and eggs,5930,470,2.1,0.2,411070,2.6,1.81
,,r039,milk (fat >=1 --5%),370,80,..,..,411070,2.6,1.81
,,r040,low fat milk (fat <1 --5%),1010,130,..,..,411070,2.6,1.81
,,r041,preserved milk,30,20,..,..,411070,2.6,1.81
,,r042,yoghurt and sour milk,970,120,0.4,0.1,411070,2.6,1.81
,,r043,cream -- sour cream (fat>=29%),310,50,..,..,411070,2.6,1.81
,,r044,cream -- sour cream (fat<29%),390,70,..,..,411070,2.6,1.81
,,r045,cheese (fat >=17%),1520,200,0.5,0.1,411070,2.6,1.81
,,r046,cheese (fat <17%),860,140,0.3,0.1,411070,2.6,1.81
,,r047,eggs,460,60,..,..,411070,2.6,1.81
,,r048,milk -- cheese -- eggs - ospec,..,..,..,..,411070,2.6,1.81
,,r049,oils and fats,950,120,..,..,411070,2.6,1.81
,,r050,butter,300,60,..,..,411070,2.6,1.81
,,r051,margarine (fat>=40%),260,50,..,..,411070,2.6,1.81
,,r052,margarine (fat<40%),140,30,..,..,411070,2.6,1.81
,,r053,olive oil -- cooking oil -- mayonnaise,250,80,..,..,411070,2.6,1.81
,,r054,fruit and berries,3070,370,1.1,0.1,411070,2.6,1.81
,,r055,apples,450,70,..,..,411070,2.6,1.81
,,r056,pears,110,30,..,..,411070,2.6,1.81
,,r057,bananas,550,70,..,..,411070,2.6,1.81
,,r058,citrus fruits,510,100,..,..,411070,2.6,1.81
,,r059,other fresh fruit,320,70,..,..,411070,2.6,1.81
,,r060,dried fruit,460,130,..,..,411070,2.6,1.81
,,r061,berries,450,110,..,..,411070,2.6,1.81
,,r062,preserved fruit and fruit based products,90,30,..,..,411070,2.6,1.81
,,r063,others fruit and berries,120,110,..,..,411070,2.6,1.81
,,r064,vegetables,4290,410,1.5,0.1,411070,2.6,1.81
,,r065,leaf and stem vegetables,450,70,..,..,411070,2.6,1.81
,,r066,cabbages -- fresh,140,40,..,..,411070,2.6,1.81
,,r067,vegetables cultivated for their fruit -- fresh ,1550,190,0.5,0.1,411070,2.6,1.81
,,r068,onion -- leek -- fresh,250,50,..,..,411070,2.6,1.81
,,r069,mashrooms -- fresh,70,30,..,..,411070,2.6,1.81
,,r070,soups -- vegetabledishes,700,120,..,..,411070,2.6,1.81
,,r071,root crops,220,40,..,..,411070,2.6,1.81
,,r072,potatoes,440,60,..,..,411070,2.6,1.81
,,r073,products of potatoes (french fries -- mashed potatoes),370,70,..,..,411070,2.6,1.81
,,r074,vegetables - unspecified,120,90,..,..,411070,2.6,1.81
,,r075,sugar and sweets,3170,330,1.1,0.1,411070,2.6,1.81
,,r076,sugar -- jam -- honey -- chocolate and confectionery,200,50,..,..,411070,2.6,1.81
,,r077,jams -- marmelade,190,50,..,..,411070,2.6,1.81
,,r078,ice cream,610,120,..,..,411070,2.6,1.81
,,r079,other suger products,2180,250,0.8,0.1,411070,2.6,1.81
,,r080,sauces -- condiments,680,90,..,..,411070,2.6,1.81
,,r081,salt -- spices and culinary herbs,410,100,..,..,411070,2.6,1.81
,,r082,baby food -- dietary preparations -- baker´s yeast and other food preparations,320,70,..,..,411070,2.6,1.81
,,r083,snacks,510,90,..,..,411070,2.6,1.81
,,r084,unspec provisions,2460,1080,0.7,0.4,411070,2.6,1.81
,,r085,non alcoholic beverages,2750,300,1.0,0.1,411070,2.6,1.81
,,r086,fruit- and vegetable juices,570,100,..,..,411070,2.6,1.81
,,r087,soft drinks,960,140,0.3,0.1,411070,2.6,1.81
,,r088,mineral or spring waters,270,100,..,..,411070,2.6,1.81
,,r089,coffee,650,110,..,..,411070,2.6,1.81
,,r090,tee,250,100,..,..,411070,2.6,1.81
,,r091,cacao,50,20,..,..,411070,2.6,1.81
,,r092,dinner out,11310,2010,3.5,0.7,411070,2.6,1.81
,,r093,alcoholic beverages (with low-strength beer),3860,950,1.3,0.3,411070,2.6,1.81
,,r094,tobacco ,2490,620,0.9,0.2,411070,2.6,1.81
,,r095,consumer goods,6210,730,2.1,0.2,411070,2.6,1.81
,,r096,personal hygiene,3720,590,1.2,0.2,411070,2.6,1.81
,,r097,other consumption purposes,2490,300,0.9,0.1,411070,2.6,1.81
,,r098,domestic services,10640,1970,3.5,0.6,411070,2.6,1.81
,,r099,childminding,2230,510,0.8,0.2,411070,2.6,1.81
,,r100,charge of skill -- other insurance,1980,460,0.7,0.1,411070,2.6,1.81
,,r101,other services,6430,1830,2.0,0.6,411070,2.6,1.81
,,r102,clothing and footwear,18000,3720,5.2,0.8,411070,2.6,1.81
,,r103,clothing,15090,3540,4.2,0.8,411070,2.6,1.81
,,r104, outdoor clothes,3370,1670,0.9,0.4,411070,2.6,1.81
,,r105,other clothes,9390,2980,2.6,0.6,411070,2.6,1.81
,,r106,underwear,1170,320,0.4,0.1,411070,2.6,1.81
,,r107,accessoarer -- hats -- caps -- gloves etc.,590,220,0.2,0.1,411070,2.6,1.81
,,r108,footwear,2910,880,0.9,0.3,411070,2.6,1.81
,,r109,housing,71910,3340,25.9,1.4,411070,2.6,1.81
,,r110,actual rentals for housing (incl. garage),27580,4140,10.7,1.8,411070,2.6,1.81
,,r111,reparations,5000,1590,1.4,0.4,411070,2.6,1.81
,,r112,householder´s comprehensive insurance,2120,230,0.8,0.1,411070,2.6,1.81
,,r113,services associates with housing ,5460,860,1.9,0.3,411070,2.6,1.81
,,r114,electicity -- gas and other fuels ,11610,1180,4.4,0.6,411070,2.6,1.81
,,r115,interests (gross),15230,2330,4.8,0.7,411070,2.6,1.81
,,r116,furnishings -- household equipment and routine maintenance of the house,16630,4070,4.8,0.8,411070,2.6,1.81
,,r117,furniture and furnishings -- carpets and other floor coverings,7280,2620,2.0,0.5,411070,2.6,1.81
,,r118,textile,1030,360,0.3,0.1,411070,2.6,1.81
,,r119,household applience,8320,2720,2.4,0.6,411070,2.6,1.81
,,r120,health and hospital services,6140,1650,1.9,0.5,411070,2.6,1.81
,,r121,transport,55840,8570,16.7,1.9,411070,2.6,1.81
,,r122,purchase of new motor-cars,21610,7040,5.3,1.7,411070,2.6,1.81
,,r123,purchase of other vehicles,1830,1130,0.5,0.3,411070,2.6,1.81
,,r124,operation of motor-cars,24990,2900,8.5,0.9,411070,2.6,1.81
,,r125,interests (motorcars - gross) -- licence duty,2330,530,0.8,0.2,411070,2.6,1.81
,,r126,operation of other vehicles,940,460,0.3,0.2,411070,2.6,1.81
,,r127,interests (other vehicles - gross) -- licence duty (other vehicles),200,180,..,..,411070,2.6,1.81
,,r128,services of transport,3920,1670,1.1,0.4,411070,2.6,1.81
,,r129,leisure time and culture,59760,6980,19.3,1.7,411070,2.6,1.81
,,r130,weekend cottage,2530,790,0.9,0.3,411070,2.6,1.81
,,r131,radio and tv,3630,780,1.2,0.3,411070,2.6,1.81
,,r132,sport and hobby,5110,1440,1.5,0.4,411070,2.6,1.81
,,r133,watch -- camera -- photographic and cinematographic equipment,2820,1280,1.1,0.7,411070,2.6,1.81
,,r134,holidays -- hotels,13240,2470,4.1,0.7,411070,2.6,1.81
,,r135,other spare time,13120,5870,3.9,1.5,411070,2.6,1.81
,,r136,entertainment,1190,570,0.4,0.2,411070,2.6,1.81
,,r137,books -- newspapers -- television taxes,11260,1940,3.8,0.4,411070,2.6,1.81
,,r138,mobiltelephone (callcharge and subscription fee),3010,550,1.0,0.2,411070,2.6,1.81
,,r139,telephone (callcharge and subscription fee),3860,280,1.4,0.1,411070,2.6,1.81
D8,decil 8,r001,total expenditures,351610,19070,100.0,0.0,410240,2.9,1.92
,,r002,food,39040,2190,12.1,0.8,410240,2.9,1.92
,,r003,bread and cereals,6620,470,2.1,0.2,410240,2.9,1.92
,,r004,rice and products of rice -- of which:,290,60,..,..,410240,2.9,1.92
,,r005,rice,120,40,..,..,410240,2.9,1.92
,,r006,products of rice,170,40,..,..,410240,2.9,1.92
,,r007,pasta products,520,110,..,..,410240,2.9,1.92
,,r008,flour -- grain,840,110,..,..,410240,2.9,1.92
,,r009,bread -- of which:,3000,210,0.9,0.1,410240,2.9,1.92
,,r010,hard bread,370,50,..,..,410240,2.9,1.92
,,r011,soft white bread,800,110,..,..,410240,2.9,1.92
,,r012,soft brown bread,640,90,0.2,0.1,410240,2.9,1.92
,,r013,soft light bread,730,100,..,..,410240,2.9,1.92
,,r014,bread unspecified,460,90,..,..,410240,2.9,1.92
,,r015,pastry-cook products,1970,270,0.6,0.1,410240,2.9,1.92
,,r016,meat,7680,640,2.3,0.2,410240,2.9,1.92
,,r017,fresh -- chilled or frozen meat of bovine animals,1100,210,0.3,0.1,410240,2.9,1.92
,,r018,fresh -- chilled or frozen meat of pig,1550,330,0.5,0.1,410240,2.9,1.92
,,r019,fresh -- chilled or frozen meat of sheep and goat,160,110,..,..,410240,2.9,1.92
,,r020,fresh -- chilled or frozen meat of poultry,840,140,0.3,0.1,410240,2.9,1.92
,,r021,dried -- salted or smoked meat and edible meat offal,40,30,..,..,410240,2.9,1.92
,,r022,dried -- salted or smoked meat of pig,1650,190,0.5,0.1,410240,2.9,1.92
,,r023,dried -- salted or smoked other meats,320,80,..,..,410240,2.9,1.92
,,r024,meat -- sausages and meat of sandwiches,1130,140,..,..,410240,2.9,1.92
,,r025,pastry -- cured meats and provisions,350,90,..,..,410240,2.9,1.92
,,r026,meatdishes,490,120,..,..,410240,2.9,1.92
,,r027,meat - unspecified,..,..,..,..,410240,2.9,1.92
,,r028,fish,2340,290,0.8,0.1,410240,2.9,1.92
,,r029,fresh -- chilled or frozen fish -- of which:,920,180,0.3,0.1,410240,2.9,1.92
,,r030,codfish,190,60,..,..,410240,2.9,1.92
,,r031,salomonfish,530,150,0.2,0.1,410240,2.9,1.92
,,r032,herring,..,..,..,..,410240,2.9,1.92
,,r033,other fish,170,70,..,..,410240,2.9,1.92
,,r034,seafood,370,120,..,..,410240,2.9,1.92
,,r035,caviar -- roes -- other fishproducts,190,40,..,..,410240,2.9,1.92
,,r036,fish and seafood dishes,850,160,0.3,0.1,410240,2.9,1.92
,,r037,fish and seafood - unspecified,..,..,..,..,410240,2.9,1.92
,,r038,milk -- cheese and eggs,6560,430,2.1,0.2,410240,2.9,1.92
,,r039,milk (fat >=1 --5%),420,80,..,..,410240,2.9,1.92
,,r040,low fat milk (fat <1 --5%),1070,120,..,..,410240,2.9,1.92
,,r041,preserved milk,20,10,..,..,410240,2.9,1.92
,,r042,yoghurt and sour milk,1230,130,0.4,0.1,410240,2.9,1.92
,,r043,cream -- sour cream (fat>=29%),360,50,..,..,410240,2.9,1.92
,,r044,cream -- sour cream (fat<29%),420,60,..,..,410240,2.9,1.92
,,r045,cheese (fat >=17%),1660,180,0.5,0.1,410240,2.9,1.92
,,r046,cheese (fat <17%),900,120,..,..,410240,2.9,1.92
,,r047,eggs,470,60,..,..,410240,2.9,1.92
,,r048,milk -- cheese -- eggs - ospec,..,..,..,..,410240,2.9,1.92
,,r049,oils and fats,990,100,..,..,410240,2.9,1.92
,,r050,butter,320,60,..,..,410240,2.9,1.92
,,r051,margarine (fat>=40%),280,50,..,..,410240,2.9,1.92
,,r052,margarine (fat<40%),160,30,..,..,410240,2.9,1.92
,,r053,olive oil -- cooking oil -- mayonnaise,230,50,..,..,410240,2.9,1.92
,,r054,fruit and berries,3500,340,1.1,0.1,410240,2.9,1.92
,,r055,apples,490,70,..,..,410240,2.9,1.92
,,r056,pears,140,30,..,..,410240,2.9,1.92
,,r057,bananas,590,80,..,..,410240,2.9,1.92
,,r058,citrus fruits,510,80,..,..,410240,2.9,1.92
,,r059,other fresh fruit,470,100,..,..,410240,2.9,1.92
,,r060,dried fruit,610,130,..,..,410240,2.9,1.92
,,r061,berries,470,90,..,..,410240,2.9,1.92
,,r062,preserved fruit and fruit based products,110,30,..,..,410240,2.9,1.92
,,r063,others fruit and berries,100,50,..,..,410240,2.9,1.92
,,r064,vegetables,4510,360,1.4,0.1,410240,2.9,1.92
,,r065,leaf and stem vegetables,540,70,..,..,410240,2.9,1.92
,,r066,cabbages -- fresh,150,40,..,..,410240,2.9,1.92
,,r067,vegetables cultivated for their fruit -- fresh ,1650,160,0.5,0.1,410240,2.9,1.92
,,r068,onion -- leek -- fresh,230,40,..,..,410240,2.9,1.92
,,r069,mashrooms -- fresh,80,30,..,..,410240,2.9,1.92
,,r070,soups -- vegetabledishes,660,100,..,..,410240,2.9,1.92
,,r071,root crops,200,40,..,..,410240,2.9,1.92
,,r072,potatoes,430,50,..,..,410240,2.9,1.92
,,r073,products of potatoes (french fries -- mashed potatoes),490,100,..,..,410240,2.9,1.92
,,r074,vegetables - unspecified,80,40,..,..,410240,2.9,1.92
,,r075,sugar and sweets,3840,340,1.1,0.1,410240,2.9,1.92
,,r076,sugar -- jam -- honey -- chocolate and confectionery,210,50,..,..,410240,2.9,1.92
,,r077,jams -- marmelade,190,40,..,..,410240,2.9,1.92
,,r078,ice cream,750,120,..,..,410240,2.9,1.92
,,r079,other suger products,2700,270,0.8,0.1,410240,2.9,1.92
,,r080,sauces -- condiments,750,130,..,..,410240,2.9,1.92
,,r081,salt -- spices and culinary herbs,460,180,..,..,410240,2.9,1.92
,,r082,baby food -- dietary preparations -- baker´s yeast and other food preparations,330,60,..,..,410240,2.9,1.92
,,r083,snacks,520,80,..,..,410240,2.9,1.92
,,r084,unspec provisions,930,360,0.2,0.1,410240,2.9,1.92
,,r085,non alcoholic beverages,3130,280,1.0,0.1,410240,2.9,1.92
,,r086,fruit- and vegetable juices,610,90,..,..,410240,2.9,1.92
,,r087,soft drinks,1310,180,0.4,0.1,410240,2.9,1.92
,,r088,mineral or spring waters,260,60,..,..,410240,2.9,1.92
,,r089,coffee,740,130,..,..,410240,2.9,1.92
,,r090,tee,160,60,..,..,410240,2.9,1.92
,,r091,cacao,50,20,..,..,410240,2.9,1.92
,,r092,dinner out,12070,1710,3.4,0.5,410240,2.9,1.92
,,r093,alcoholic beverages (with low-strength beer),4080,750,1.2,0.3,410240,2.9,1.92
,,r094,tobacco ,1920,550,0.6,0.2,410240,2.9,1.92
,,r095,consumer goods,6980,780,2.0,0.2,410240,2.9,1.92
,,r096,personal hygiene,3930,610,1.1,0.1,410240,2.9,1.92
,,r097,other consumption purposes,3050,380,0.9,0.1,410240,2.9,1.92
,,r098,domestic services,12470,2130,3.3,0.5,410240,2.9,1.92
,,r099,childminding,3170,650,0.9,0.2,410240,2.9,1.92
,,r100,charge of skill -- other insurance,2660,490,0.8,0.1,410240,2.9,1.92
,,r101,other services,6640,1940,1.6,0.4,410240,2.9,1.92
,,r102,clothing and footwear,18870,2960,4.8,0.7,410240,2.9,1.92
,,r103,clothing,15570,2660,3.9,0.6,410240,2.9,1.92
,,r104, outdoor clothes,3440,1370,0.8,0.3,410240,2.9,1.92
,,r105,other clothes,8620,1680,2.1,0.4,410240,2.9,1.92
,,r106,underwear,1740,390,0.5,0.1,410240,2.9,1.92
,,r107,accessoarer -- hats -- caps -- gloves etc.,660,270,0.2,0.1,410240,2.9,1.92
,,r108,footwear,3250,890,0.9,0.2,410240,2.9,1.92
,,r109,housing,77190,3630,24.6,1.5,410240,2.9,1.92
,,r110,actual rentals for housing (incl. garage),21780,3820,7.7,1.8,410240,2.9,1.92
,,r111,reparations,7210,2230,2.0,0.6,410240,2.9,1.92
,,r112,householder´s comprehensive insurance,2410,170,0.8,0.1,410240,2.9,1.92
,,r113,services associates with housing ,6080,760,1.9,0.3,410240,2.9,1.92
,,r114,electicity -- gas and other fuels ,13340,1350,4.2,0.5,410240,2.9,1.92
,,r115,interests (gross),20550,2850,6.1,0.9,410240,2.9,1.92
,,r116,furnishings -- household equipment and routine maintenance of the house,21460,3120,6.1,0.9,410240,2.9,1.92
,,r117,furniture and furnishings -- carpets and other floor coverings,9020,1960,2.7,0.6,410240,2.9,1.92
,,r118,textile,1540,540,0.4,0.2,410240,2.9,1.92
,,r119,household applience,10900,2130,3.0,0.6,410240,2.9,1.92
,,r120,health and hospital services,8680,3700,2.3,0.8,410240,2.9,1.92
,,r121,transport,74960,11260,19.1,1.9,410240,2.9,1.92
,,r122,purchase of new motor-cars,29310,9200,6.2,1.7,410240,2.9,1.92
,,r123,purchase of other vehicles,5600,3800,1.2,0.8,410240,2.9,1.92
,,r124,operation of motor-cars,32400,3720,9.4,0.8,410240,2.9,1.92
,,r125,interests (motorcars - gross) -- licence duty,3130,530,1.0,0.1,410240,2.9,1.92
,,r126,operation of other vehicles,1340,530,0.4,0.2,410240,2.9,1.92
,,r127,interests (other vehicles - gross) -- licence duty (other vehicles),100,80,..,..,410240,2.9,1.92
,,r128,services of transport,3080,770,0.9,0.2,410240,2.9,1.92
,,r129,leisure time and culture,64410,5610,18.1,1.1,410240,2.9,1.92
,,r130,weekend cottage,3490,1490,1.2,0.5,410240,2.9,1.92
,,r131,radio and tv,4930,970,1.5,0.4,410240,2.9,1.92
,,r132,sport and hobby,6950,2000,1.7,0.4,410240,2.9,1.92
,,r133,watch -- camera -- photographic and cinematographic equipment,2140,2070,0.4,0.2,410240,2.9,1.92
,,r134,holidays -- hotels,14060,2160,4.0,0.6,410240,2.9,1.92
,,r135,other spare time,12020,2520,3.3,0.6,410240,2.9,1.92
,,r136,entertainment,2320,900,0.6,0.2,410240,2.9,1.92
,,r137,books -- newspapers -- television taxes,11030,1040,3.2,0.2,410240,2.9,1.92
,,r138,mobiltelephone (callcharge and subscription fee),3290,490,1.0,0.1,410240,2.9,1.92
,,r139,telephone (callcharge and subscription fee),4180,270,1.3,0.1,410240,2.9,1.92
D9,decil 9,r001,total expenditures,381100,19520,100.0,0.0,407550,3.0,2.00
,,r002,food,43760,2670,12.2,0.7,407550,3.0,2.00
,,r003,bread and cereals,7270,510,2.1,0.2,407550,3.0,2.00
,,r004,rice and products of rice -- of which:,290,60,..,..,407550,3.0,2.00
,,r005,rice,160,40,..,..,407550,3.0,2.00
,,r006,products of rice,130,30,..,..,407550,3.0,2.00
,,r007,pasta products,480,100,..,..,407550,3.0,2.00
,,r008,flour -- grain,980,140,0.3,0.1,407550,3.0,2.00
,,r009,bread -- of which:,3280,230,0.9,0.1,407550,3.0,2.00
,,r010,hard bread,390,60,..,..,407550,3.0,2.00
,,r011,soft white bread,760,100,..,..,407550,3.0,2.00
,,r012,soft brown bread,700,90,..,..,407550,3.0,2.00
,,r013,soft light bread,940,120,..,..,407550,3.0,2.00
,,r014,bread unspecified,490,90,..,..,407550,3.0,2.00
,,r015,pastry-cook products,2240,280,0.6,0.1,407550,3.0,2.00
,,r016,meat,8540,710,2.3,0.2,407550,3.0,2.00
,,r017,fresh -- chilled or frozen meat of bovine animals,1360,270,0.3,0.1,407550,3.0,2.00
,,r018,fresh -- chilled or frozen meat of pig,1540,230,0.4,0.1,407550,3.0,2.00
,,r019,fresh -- chilled or frozen meat of sheep and goat,130,70,..,..,407550,3.0,2.00
,,r020,fresh -- chilled or frozen meat of poultry,860,160,..,..,407550,3.0,2.00
,,r021,dried -- salted or smoked meat and edible meat offal,..,..,..,..,407550,3.0,2.00
,,r022,dried -- salted or smoked meat of pig,1880,210,0.5,0.1,407550,3.0,2.00
,,r023,dried -- salted or smoked other meats,350,80,..,..,407550,3.0,2.00
,,r024,meat -- sausages and meat of sandwiches,1290,150,0.4,0.1,407550,3.0,2.00
,,r025,pastry -- cured meats and provisions,380,90,..,..,407550,3.0,2.00
,,r026,meatdishes,420,90,..,..,407550,3.0,2.00
,,r027,meat - unspecified,290,180,..,..,407550,3.0,2.00
,,r028,fish,3070,390,0.9,0.1,407550,3.0,2.00
