Decile ID,Decile,Good ID,Good,Expenditures,Expenditures -- margin of error,Share,Share of margin of error,Calculated population size,Average number of persons,Average number of consumer units
,,r065,leaf and stem vegetables,400,90,..,..,414740,2.3,1.65
,,r066,cabbages -- fresh,160,50,..,..,414740,2.3,1.65
,,r067,vegetables cultivated for their fruit -- fresh ,1260,180,0.5,0.1,414740,2.3,1.65
,,r068,onion -- leek -- fresh,210,40,..,..,414740,2.3,1.65
,,r069,mashrooms -- fresh,60,30,..,..,414740,2.3,1.65
,,r070,soups -- vegetabledishes,660,150,0.2,0.1,414740,2.3,1.65
,,r071,root crops,230,50,..,..,414740,2.3,1.65
,,r072,potatoes,460,90,..,..,414740,2.3,1.65
,,r073,products of potatoes (french fries -- mashed potatoes),340,100,..,..,414740,2.3,1.65
,,r074,vegetables - unspecified,40,20,..,..,414740,2.3,1.65
,,r075,sugar and sweets,3230,400,1.2,0.1,414740,2.3,1.65
,,r076,sugar -- jam -- honey -- chocolate and confectionery,290,70,..,..,414740,2.3,1.65
,,r077,jams -- marmelade,210,50,..,..,414740,2.3,1.65
,,r078,ice cream,730,230,0.3,0.1,414740,2.3,1.65
,,r079,other suger products,2000,270,0.7,0.1,414740,2.3,1.65
,,r080,sauces -- condiments,540,110,..,..,414740,2.3,1.65
,,r081,salt -- spices and culinary herbs,430,120,..,..,414740,2.3,1.65
,,r082,baby food -- dietary preparations -- baker´s yeast and other food preparations,350,90,..,..,414740,2.3,1.65
,,r083,snacks,370,80,..,..,414740,2.3,1.65
,,r084,unspec provisions,710,360,0.3,0.1,414740,2.3,1.65
,,r085,non alcoholic beverages,2770,360,1.1,0.2,414740,2.3,1.65
,,r086,fruit- and vegetable juices,470,120,0.2,0.1,414740,2.3,1.65
,,r087,soft drinks,1210,230,0.5,0.1,414740,2.3,1.65
,,r088,mineral or spring waters,210,90,..,..,414740,2.3,1.65
,,r089,coffee,650,130,..,..,414740,2.3,1.65
,,r090,tee,210,110,..,..,414740,2.3,1.65
,,r091,cacao,..,..,..,..,414740,2.3,1.65
,,r092,dinner out,9570,3080,3.1,0.8,414740,2.3,1.65
,,r093,alcoholic beverages (with low-strength beer),3320,940,1.2,0.3,414740,2.3,1.65
,,r094,tobacco ,2700,920,0.9,0.3,414740,2.3,1.65
,,r095,consumer goods,5770,1030,2.0,0.3,414740,2.3,1.65
,,r096,personal hygiene,3370,710,1.2,0.2,414740,2.3,1.65
,,r097,other consumption purposes,2400,690,0.9,0.2,414740,2.3,1.65
,,r098,domestic services,12050,2840,3.9,0.8,414740,2.3,1.65
,,r099,childminding,1360,430,0.5,0.1,414740,2.3,1.65
,,r100,charge of skill -- other insurance,1730,590,0.6,0.2,414740,2.3,1.65
,,r101,other services,8970,2710,2.9,0.8,414740,2.3,1.65
,,r102,clothing and footwear,12910,3370,4.1,1.0,414740,2.3,1.65
,,r103,clothing,10980,3140,3.5,0.9,414740,2.3,1.65
,,r104, outdoor clothes,2310,1020,0.7,0.3,414740,2.3,1.65
,,r105,other clothes,6960,2820,2.1,0.7,414740,2.3,1.65
,,r106,underwear,920,280,0.3,0.1,414740,2.3,1.65
,,r107,accessoarer -- hats -- caps -- gloves etc.,340,180,..,..,414740,2.3,1.65
,,r108,footwear,1920,850,0.7,0.3,414740,2.3,1.65
,,r109,housing,76600,6080,28.9,2.0,414740,2.3,1.65
,,r110,actual rentals for housing (incl. garage),33840,4990,13.5,2.0,414740,2.3,1.65
,,r111,reparations,6270,2450,1.9,0.7,414740,2.3,1.65
,,r112,householder´s comprehensive insurance,1830,230,0.7,0.1,414740,2.3,1.65
,,r113,services associates with housing ,4170,980,1.6,0.4,414740,2.3,1.65
,,r114,electicity -- gas and other fuels ,10470,1360,3.9,0.6,414740,2.3,1.65
,,r115,interests (gross),17150,4060,6.1,1.3,414740,2.3,1.65
,,r116,furnishings -- household equipment and routine maintenance of the house,14690,3870,4.8,0.9,414740,2.3,1.65
,,r117,furniture and furnishings -- carpets and other floor coverings,7540,3340,2.3,0.7,414740,2.3,1.65
,,r118,textile,780,410,0.3,0.2,414740,2.3,1.65
,,r119,household applience,6370,1380,2.2,0.5,414740,2.3,1.65
,,r120,health and hospital services,7110,2240,2.3,0.6,414740,2.3,1.65
,,r121,transport,52090,8570,16.8,2.1,414740,2.3,1.65
,,r122,purchase of new motor-cars,13420,6380,3.9,1.8,414740,2.3,1.65
,,r123,purchase of other vehicles,1890,1490,..,..,414740,2.3,1.65
,,r124,operation of motor-cars,30190,5560,9.9,1.2,414740,2.3,1.65
,,r125,interests (motorcars - gross) -- licence duty,2010,340,0.8,0.1,414740,2.3,1.65
,,r126,operation of other vehicles,510,380,0.2,0.1,414740,2.3,1.65
,,r127,interests (other vehicles - gross) -- licence duty (other vehicles),..,..,..,..,414740,2.3,1.65
,,r128,services of transport,4000,1180,1.5,0.5,414740,2.3,1.65
,,r129,leisure time and culture,49290,5350,17.7,1.6,414740,2.3,1.65
,,r130,weekend cottage,2260,1070,0.9,0.5,414740,2.3,1.65
,,r131,radio and tv,3720,910,1.4,0.3,414740,2.3,1.65
,,r132,sport and hobby,5300,2450,1.7,0.7,414740,2.3,1.65
,,r133,watch -- camera -- photographic and cinematographic equipment,2640,2460,0.7,0.6,414740,2.3,1.65
,,r134,holidays -- hotels,10910,2190,3.9,0.8,414740,2.3,1.65
,,r135,other spare time,6900,1540,2.6,0.5,414740,2.3,1.65
,,r136,entertainment,1510,710,0.5,0.3,414740,2.3,1.65
,,r137,books -- newspapers -- television taxes,9640,1410,3.5,0.6,414740,2.3,1.65
,,r138,mobiltelephone (callcharge and subscription fee),3060,540,1.2,0.2,414740,2.3,1.65
,,r139,telephone (callcharge and subscription fee),3340,320,1.3,0.1,414740,2.3,1.65
D7,decil 7,r001,total expenditures,336180,18300,100.0,0.0,404670,2.5,1.77
,,r002,food,39730,2440,12.9,0.9,404670,2.5,1.77
,,r003,bread and cereals,6460,600,2.1,0.2,404670,2.5,1.77
,,r004,rice and products of rice -- of which:,230,60,..,..,404670,2.5,1.77
,,r005,rice,90,40,..,..,404670,2.5,1.77
,,r006,products of rice,140,50,..,..,404670,2.5,1.77
,,r007,pasta products,400,80,..,..,404670,2.5,1.77
,,r008,flour -- grain,980,270,0.3,0.1,404670,2.5,1.77
,,r009,bread -- of which:,2750,300,0.9,0.1,404670,2.5,1.77
,,r010,hard bread,360,70,..,..,404670,2.5,1.77
,,r011,soft white bread,610,100,..,..,404670,2.5,1.77
,,r012,soft brown bread,430,90,..,..,404670,2.5,1.77
,,r013,soft light bread,740,110,..,..,404670,2.5,1.77
,,r014,bread unspecified,610,210,0.2,0.1,404670,2.5,1.77
,,r015,pastry-cook products,2090,380,0.7,0.1,404670,2.5,1.77
,,r016,meat,7880,790,2.6,0.3,404670,2.5,1.77
,,r017,fresh -- chilled or frozen meat of bovine animals,1080,280,0.4,0.1,404670,2.5,1.77
,,r018,fresh -- chilled or frozen meat of pig,1320,230,0.4,0.1,404670,2.5,1.77
,,r019,fresh -- chilled or frozen meat of sheep and goat,270,200,..,..,404670,2.5,1.77
,,r020,fresh -- chilled or frozen meat of poultry,880,190,0.3,0.1,404670,2.5,1.77
,,r021,dried -- salted or smoked meat and edible meat offal,..,..,..,..,404670,2.5,1.77
,,r022,dried -- salted or smoked meat of pig,1550,230,0.5,0.1,404670,2.5,1.77
,,r023,dried -- salted or smoked other meats,310,120,..,..,404670,2.5,1.77
,,r024,meat -- sausages and meat of sandwiches,1390,210,0.5,0.1,404670,2.5,1.77
,,r025,pastry -- cured meats and provisions,440,110,..,..,404670,2.5,1.77
,,r026,meatdishes,510,170,..,..,404670,2.5,1.77
,,r027,meat - unspecified,100,70,..,..,404670,2.5,1.77
,,r028,fish,2610,490,0.8,0.2,404670,2.5,1.77
,,r029,fresh -- chilled or frozen fish -- of which:,830,180,0.3,0.1,404670,2.5,1.77
,,r030,codfish,180,80,..,..,404670,2.5,1.77
,,r031,salomonfish,350,110,..,..,404670,2.5,1.77
,,r032,herring,30,20,..,..,404670,2.5,1.77
,,r033,other fish,190,90,..,..,404670,2.5,1.77
,,r034,seafood,570,320,0.2,0.1,404670,2.5,1.77
,,r035,caviar -- roes -- other fishproducts,190,50,..,..,404670,2.5,1.77
,,r036,fish and seafood dishes,1020,240,0.3,0.1,404670,2.5,1.77
,,r037,fish and seafood - unspecified,80,50,..,..,404670,2.5,1.77
,,r038,milk -- cheese and eggs,6350,490,2.0,0.2,404670,2.5,1.77
,,r039,milk (fat >=1 --5%),420,100,..,..,404670,2.5,1.77
,,r040,low fat milk (fat <1 --5%),890,130,..,..,404670,2.5,1.77
,,r041,preserved milk,60,50,..,..,404670,2.5,1.77
,,r042,yoghurt and sour milk,990,130,..,..,404670,2.5,1.77
,,r043,cream -- sour cream (fat>=29%),400,80,..,..,404670,2.5,1.77
,,r044,cream -- sour cream (fat<29%),410,70,..,..,404670,2.5,1.77
,,r045,cheese (fat >=17%),1680,230,0.5,0.1,404670,2.5,1.77
,,r046,cheese (fat <17%),900,150,..,..,404670,2.5,1.77
,,r047,eggs,590,80,..,..,404670,2.5,1.77
,,r048,milk -- cheese -- eggs - ospec,..,..,..,..,404670,2.5,1.77
,,r049,oils and fats,1190,200,0.4,0.1,404670,2.5,1.77
,,r050,butter,460,90,..,..,404670,2.5,1.77
,,r051,margarine (fat>=40%),260,60,..,..,404670,2.5,1.77
,,r052,margarine (fat<40%),110,30,..,..,404670,2.5,1.77
,,r053,olive oil -- cooking oil -- mayonnaise,350,120,..,..,404670,2.5,1.77
,,r054,fruit and berries,3370,380,1.1,0.1,404670,2.5,1.77
,,r055,apples,420,80,..,..,404670,2.5,1.77
,,r056,pears,170,60,..,..,404670,2.5,1.77
,,r057,bananas,520,80,..,..,404670,2.5,1.77
,,r058,citrus fruits,510,100,..,..,404670,2.5,1.77
,,r059,other fresh fruit,350,80,..,..,404670,2.5,1.77
,,r060,dried fruit,590,140,..,..,404670,2.5,1.77
,,r061,berries,580,140,0.2,0.1,404670,2.5,1.77
,,r062,preserved fruit and fruit based products,120,50,..,..,404670,2.5,1.77
,,r063,others fruit and berries,90,60,..,..,404670,2.5,1.77
,,r064,vegetables,4750,430,1.6,0.2,404670,2.5,1.77
,,r065,leaf and stem vegetables,520,100,..,..,404670,2.5,1.77
,,r066,cabbages -- fresh,190,50,..,..,404670,2.5,1.77
,,r067,vegetables cultivated for their fruit -- fresh ,1570,180,0.5,0.1,404670,2.5,1.77
,,r068,onion -- leek -- fresh,240,40,..,..,404670,2.5,1.77
,,r069,mashrooms -- fresh,90,30,..,..,404670,2.5,1.77
,,r070,soups -- vegetabledishes,790,140,0.3,0.1,404670,2.5,1.77
,,r071,root crops,300,60,..,..,404670,2.5,1.77
,,r072,potatoes,490,80,..,..,404670,2.5,1.77
,,r073,products of potatoes (french fries -- mashed potatoes),410,90,..,..,404670,2.5,1.77
,,r074,vegetables - unspecified,150,140,..,..,404670,2.5,1.77
,,r075,sugar and sweets,3620,370,1.2,0.1,404670,2.5,1.77
,,r076,sugar -- jam -- honey -- chocolate and confectionery,240,70,..,..,404670,2.5,1.77
,,r077,jams -- marmelade,150,40,..,..,404670,2.5,1.77
,,r078,ice cream,740,150,..,..,404670,2.5,1.77
,,r079,other suger products,2480,310,0.8,0.1,404670,2.5,1.77
,,r080,sauces -- condiments,620,100,..,..,404670,2.5,1.77
,,r081,salt -- spices and culinary herbs,400,70,..,..,404670,2.5,1.77
,,r082,baby food -- dietary preparations -- baker´s yeast and other food preparations,340,80,..,..,404670,2.5,1.77
,,r083,snacks,470,100,..,..,404670,2.5,1.77
,,r084,unspec provisions,1680,860,0.5,0.3,404670,2.5,1.77
,,r085,non alcoholic beverages,3100,350,1.0,0.1,404670,2.5,1.77
,,r086,fruit- and vegetable juices,550,100,..,..,404670,2.5,1.77
,,r087,soft drinks,1300,210,0.4,0.1,404670,2.5,1.77
,,r088,mineral or spring waters,250,80,..,..,404670,2.5,1.77
,,r089,coffee,780,160,0.3,0.1,404670,2.5,1.77
,,r090,tee,190,100,..,..,404670,2.5,1.77
,,r091,cacao,30,10,..,..,404670,2.5,1.77
,,r092,dinner out,12040,1970,3.6,0.6,404670,2.5,1.77
,,r093,alcoholic beverages (with low-strength beer),4130,800,1.3,0.3,404670,2.5,1.77
,,r094,tobacco ,2570,690,0.8,0.2,404670,2.5,1.77
,,r095,consumer goods,6580,950,2.0,0.3,404670,2.5,1.77
,,r096,personal hygiene,4130,760,1.2,0.2,404670,2.5,1.77
,,r097,other consumption purposes,2450,380,0.7,0.1,404670,2.5,1.77
,,r098,domestic services,12110,2570,3.2,0.6,404670,2.5,1.77
,,r099,childminding,2290,540,0.7,0.2,404670,2.5,1.77
,,r100,charge of skill -- other insurance,2330,740,0.7,0.2,404670,2.5,1.77
,,r101,other services,7500,2280,1.9,0.5,404670,2.5,1.77
,,r102,clothing and footwear,14920,2840,4.3,0.8,404670,2.5,1.77
,,r103,clothing,12410,2740,3.4,0.7,404670,2.5,1.77
,,r104, outdoor clothes,2680,1740,0.7,0.4,404670,2.5,1.77
,,r105,other clothes,7240,1840,2.1,0.5,404670,2.5,1.77
,,r106,underwear,1290,330,0.4,0.1,404670,2.5,1.77
,,r107,accessoarer -- hats -- caps -- gloves etc.,560,420,0.2,0.1,404670,2.5,1.77
,,r108,footwear,2400,810,0.8,0.5,404670,2.5,1.77
,,r109,housing,76490,4440,24.9,1.6,404670,2.5,1.77
,,r110,actual rentals for housing (incl. garage),27160,4230,9.2,1.6,404670,2.5,1.77
,,r111,reparations,7530,2400,2.2,0.7,404670,2.5,1.77
,,r112,householder´s comprehensive insurance,2260,220,0.8,0.1,404670,2.5,1.77
,,r113,services associates with housing ,5210,1020,1.8,0.4,404670,2.5,1.77
,,r114,electicity -- gas and other fuels ,12940,1720,4.4,0.8,404670,2.5,1.77
,,r115,interests (gross),17810,2940,5.3,0.8,404670,2.5,1.77
,,r116,furnishings -- household equipment and routine maintenance of the house,25370,8720,6.4,1.2,404670,2.5,1.77
,,r117,furniture and furnishings -- carpets and other floor coverings,9060,2490,2.5,0.5,404670,2.5,1.77
,,r118,textile,1340,490,0.4,0.2,404670,2.5,1.77
,,r119,household applience,14960,8100,3.5,1.1,404670,2.5,1.77
,,r120,health and hospital services,9870,3730,2.9,1.0,404670,2.5,1.77
,,r121,transport,65240,10390,17.2,2.0,404670,2.5,1.77
,,r122,purchase of new motor-cars,20450,8290,4.3,1.7,404670,2.5,1.77
,,r123,purchase of other vehicles,3960,2130,1.0,0.5,404670,2.5,1.77
,,r124,operation of motor-cars,31980,5260,9.3,1.1,404670,2.5,1.77
,,r125,interests (motorcars - gross) -- licence duty,2700,590,0.8,0.2,404670,2.5,1.77
,,r126,operation of other vehicles,1620,760,0.5,0.2,404670,2.5,1.77
,,r127,interests (other vehicles - gross) -- licence duty (other vehicles),..,..,..,..,404670,2.5,1.77
,,r128,services of transport,4430,1700,1.3,0.5,404670,2.5,1.77
,,r129,leisure time and culture,59370,5650,18.3,1.4,404670,2.5,1.77
,,r130,weekend cottage,3030,1090,1.0,0.4,404670,2.5,1.77
,,r131,radio and tv,3880,810,1.3,0.3,404670,2.5,1.77
,,r132,sport and hobby,5120,1530,1.3,0.4,404670,2.5,1.77
,,r133,watch -- camera -- photographic and cinematographic equipment,1670,740,0.5,0.2,404670,2.5,1.77
,,r134,holidays -- hotels,17980,4290,5.4,1.2,404670,2.5,1.77
,,r135,other spare time,9480,1790,3.0,0.5,404670,2.5,1.77
,,r136,entertainment,1460,540,0.4,0.2,404670,2.5,1.77
,,r137,books -- newspapers -- television taxes,10260,920,3.3,0.3,404670,2.5,1.77
,,r138,mobiltelephone (callcharge and subscription fee),2940,460,1.0,0.2,404670,2.5,1.77
,,r139,telephone (callcharge and subscription fee),3560,380,1.2,0.2,404670,2.5,1.77
D8,decil 8,r001,total expenditures,368920,19160,100.0,0.0,407040,3.0,1.99
,,r002,food,46180,2750,13.7,1.0,407040,3.0,1.99
,,r003,bread and cereals,7830,610,2.3,0.2,407040,3.0,1.99
,,r004,rice and products of rice -- of which:,340,70,..,..,407040,3.0,1.99
,,r005,rice,170,60,..,..,407040,3.0,1.99
,,r006,products of rice,170,50,..,..,407040,3.0,1.99
,,r007,pasta products,600,100,..,..,407040,3.0,1.99
,,r008,flour -- grain,1040,170,..,..,407040,3.0,1.99
,,r009,bread -- of which:,3320,250,1.0,0.1,407040,3.0,1.99
,,r010,hard bread,420,70,..,..,407040,3.0,1.99
,,r011,soft white bread,860,110,..,..,407040,3.0,1.99
,,r012,soft brown bread,570,90,..,..,407040,3.0,1.99
,,r013,soft light bread,860,120,..,..,407040,3.0,1.99
,,r014,bread unspecified,610,110,..,..,407040,3.0,1.99
,,r015,pastry-cook products,2530,450,0.8,0.2,407040,3.0,1.99
,,r016,meat,9070,810,2.7,0.3,407040,3.0,1.99
,,r017,fresh -- chilled or frozen meat of bovine animals,1330,270,0.4,0.1,407040,3.0,1.99
,,r018,fresh -- chilled or frozen meat of pig,1640,250,0.5,0.1,407040,3.0,1.99
,,r019,fresh -- chilled or frozen meat of sheep and goat,140,60,..,..,407040,3.0,1.99
,,r020,fresh -- chilled or frozen meat of poultry,1230,270,0.3,0.1,407040,3.0,1.99
,,r021,dried -- salted or smoked meat and edible meat offal,..,..,..,..,407040,3.0,1.99
,,r022,dried -- salted or smoked meat of pig,1780,240,0.5,0.1,407040,3.0,1.99
,,r023,dried -- salted or smoked other meats,360,100,..,..,407040,3.0,1.99
,,r024,meat -- sausages and meat of sandwiches,1350,180,0.4,0.1,407040,3.0,1.99
,,r025,pastry -- cured meats and provisions,500,230,..,..,407040,3.0,1.99
,,r026,meatdishes,490,140,..,..,407040,3.0,1.99
,,r027,meat - unspecified,210,200,..,..,407040,3.0,1.99
,,r028,fish,2520,360,0.8,0.1,407040,3.0,1.99
,,r029,fresh -- chilled or frozen fish -- of which:,1050,250,0.3,0.1,407040,3.0,1.99
,,r030,codfish,230,70,..,..,407040,3.0,1.99
,,r031,salomonfish,600,190,0.2,0.1,407040,3.0,1.99
,,r032,herring,30,20,..,..,407040,3.0,1.99
,,r033,other fish,160,70,..,..,407040,3.0,1.99
,,r034,seafood,410,110,..,..,407040,3.0,1.99
,,r035,caviar -- roes -- other fishproducts,170,40,..,..,407040,3.0,1.99
,,r036,fish and seafood dishes,890,160,0.3,0.1,407040,3.0,1.99
,,r037,fish and seafood - unspecified,..,..,..,..,407040,3.0,1.99
,,r038,milk -- cheese and eggs,7900,570,2.4,0.2,407040,3.0,1.99
,,r039,milk (fat >=1 --5%),400,80,..,..,407040,3.0,1.99
,,r040,low fat milk (fat <1 --5%),1400,220,0.4,0.1,407040,3.0,1.99
,,r041,preserved milk,50,20,..,..,407040,3.0,1.99
,,r042,yoghurt and sour milk,1280,130,0.4,0.1,407040,3.0,1.99
,,r043,cream -- sour cream (fat>=29%),410,60,..,..,407040,3.0,1.99
,,r044,cream -- sour cream (fat<29%),530,80,..,..,407040,3.0,1.99
,,r045,cheese (fat >=17%),2030,250,0.6,0.1,407040,3.0,1.99
,,r046,cheese (fat <17%),1110,150,..,..,407040,3.0,1.99
,,r047,eggs,670,100,..,..,407040,3.0,1.99
,,r048,milk -- cheese -- eggs - ospec,..,..,..,..,407040,3.0,1.99
,,r049,oils and fats,1250,140,..,..,407040,3.0,1.99
,,r050,butter,570,100,..,..,407040,3.0,1.99
,,r051,margarine (fat>=40%),260,50,..,..,407040,3.0,1.99
,,r052,margarine (fat<40%),110,30,..,..,407040,3.0,1.99
,,r053,olive oil -- cooking oil -- mayonnaise,300,70,..,..,407040,3.0,1.99
,,r054,fruit and berries,4030,370,1.2,0.2,407040,3.0,1.99
,,r055,apples,560,90,..,..,407040,3.0,1.99
,,r056,pears,190,50,..,..,407040,3.0,1.99
,,r057,bananas,670,90,..,..,407040,3.0,1.99
,,r058,citrus fruits,640,100,..,..,407040,3.0,1.99
,,r059,other fresh fruit,440,110,..,..,407040,3.0,1.99
,,r060,dried fruit,740,160,0.3,0.1,407040,3.0,1.99
,,r061,berries,540,130,..,..,407040,3.0,1.99
,,r062,preserved fruit and fruit based products,170,50,..,..,407040,3.0,1.99
,,r063,others fruit and berries,80,40,..,..,407040,3.0,1.99
,,r064,vegetables,5190,450,1.5,0.1,407040,3.0,1.99
,,r065,leaf and stem vegetables,630,90,..,..,407040,3.0,1.99
,,r066,cabbages -- fresh,200,40,..,..,407040,3.0,1.99
,,r067,vegetables cultivated for their fruit -- fresh ,1690,180,0.5,0.1,407040,3.0,1.99
,,r068,onion -- leek -- fresh,290,50,..,..,407040,3.0,1.99
,,r069,mashrooms -- fresh,100,30,..,..,407040,3.0,1.99
,,r070,soups -- vegetabledishes,840,130,..,..,407040,3.0,1.99
,,r071,root crops,310,50,..,..,407040,3.0,1.99
,,r072,potatoes,580,90,..,..,407040,3.0,1.99
,,r073,products of potatoes (french fries -- mashed potatoes),470,90,..,..,407040,3.0,1.99
,,r074,vegetables - unspecified,90,60,..,..,407040,3.0,1.99
,,r075,sugar and sweets,4360,430,1.2,0.1,407040,3.0,1.99
,,r076,sugar -- jam -- honey -- chocolate and confectionery,210,50,..,..,407040,3.0,1.99
,,r077,jams -- marmelade,220,50,..,..,407040,3.0,1.99
,,r078,ice cream,830,190,0.2,0.1,407040,3.0,1.99
,,r079,other suger products,3090,320,0.9,0.1,407040,3.0,1.99
,,r080,sauces -- condiments,850,120,..,..,407040,3.0,1.99
,,r081,salt -- spices and culinary herbs,500,90,..,..,407040,3.0,1.99
,,r082,baby food -- dietary preparations -- baker´s yeast and other food preparations,330,70,..,..,407040,3.0,1.99
,,r083,snacks,570,90,..,..,407040,3.0,1.99
,,r084,unspec provisions,1740,680,0.5,0.2,407040,3.0,1.99
,,r085,non alcoholic beverages,3510,350,1.0,0.1,407040,3.0,1.99
,,r086,fruit- and vegetable juices,680,130,..,..,407040,3.0,1.99
,,r087,soft drinks,1600,230,0.5,0.1,407040,3.0,1.99
,,r088,mineral or spring waters,290,70,..,..,407040,3.0,1.99
,,r089,coffee,710,140,..,..,407040,3.0,1.99
,,r090,tee,190,60,..,..,407040,3.0,1.99
,,r091,cacao,40,20,..,..,407040,3.0,1.99
,,r092,dinner out,12360,1690,3.5,0.6,407040,3.0,1.99
,,r093,alcoholic beverages (with low-strength beer),4740,1120,1.3,0.3,407040,3.0,1.99
,,r094,tobacco ,2030,510,0.6,0.1,407040,3.0,1.99
,,r095,consumer goods,7690,940,2.1,0.2,407040,3.0,1.99
,,r096,personal hygiene,4150,680,1.1,0.2,407040,3.0,1.99
,,r097,other consumption purposes,3540,650,1.0,0.2,407040,3.0,1.99
,,r098,domestic services,13420,2090,3.5,0.5,407040,3.0,1.99
,,r099,childminding,3450,640,0.9,0.2,407040,3.0,1.99
,,r100,charge of skill -- other insurance,2600,540,0.7,0.1,407040,3.0,1.99
,,r101,other services,7370,1890,2.0,0.5,407040,3.0,1.99
,,r102,clothing and footwear,18200,2760,4.7,0.7,407040,3.0,1.99
,,r103,clothing,14910,2450,3.8,0.6,407040,3.0,1.99
,,r104, outdoor clothes,3330,1110,0.8,0.3,407040,3.0,1.99
,,r105,other clothes,8600,1760,2.3,0.5,407040,3.0,1.99
,,r106,underwear,1370,330,0.3,0.1,407040,3.0,1.99
,,r107,accessoarer -- hats -- caps -- gloves etc.,550,240,..,..,407040,3.0,1.99
,,r108,footwear,3290,970,0.9,0.3,407040,3.0,1.99
,,r109,housing,84000,6240,24.1,1.3,407040,3.0,1.99
,,r110,actual rentals for housing (incl. garage),20670,3940,6.9,1.5,407040,3.0,1.99
,,r111,reparations,7370,3880,1.5,0.5,407040,3.0,1.99
,,r112,householder´s comprehensive insurance,2550,200,0.8,0.1,407040,3.0,1.99
,,r113,services associates with housing ,6560,840,1.9,0.3,407040,3.0,1.99
,,r114,electicity -- gas and other fuels ,14140,1280,4.2,0.4,407040,3.0,1.99
,,r115,interests (gross),27940,3970,7.4,1.0,407040,3.0,1.99
,,r116,furnishings -- household equipment and routine maintenance of the house,22810,4070,6.4,1.0,407040,3.0,1.99
,,r117,furniture and furnishings -- carpets and other floor coverings,9260,1880,2.7,0.6,407040,3.0,1.99
,,r118,textile,1720,610,0.5,0.2,407040,3.0,1.99
,,r119,household applience,11830,3340,3.2,0.8,407040,3.0,1.99
,,r120,health and hospital services,7940,1770,2.1,0.4,407040,3.0,1.99
,,r121,transport,74120,11770,17.5,1.9,407040,3.0,1.99
,,r122,purchase of new motor-cars,26030,8120,4.9,1.7,407040,3.0,1.99
,,r123,purchase of other vehicles,3060,1660,0.8,0.6,407040,3.0,1.99
,,r124,operation of motor-cars,36080,7820,9.2,1.0,407040,3.0,1.99
,,r125,interests (motorcars - gross) -- licence duty,3200,750,0.9,0.2,407040,3.0,1.99
,,r126,operation of other vehicles,1190,410,0.3,0.1,407040,3.0,1.99
,,r127,interests (other vehicles - gross) -- licence duty (other vehicles),100,70,..,..,407040,3.0,1.99
,,r128,services of transport,4450,960,1.3,0.3,407040,3.0,1.99
,,r129,leisure time and culture,65380,5290,18.0,1.2,407040,3.0,1.99
,,r130,weekend cottage,4420,1600,1.3,0.5,407040,3.0,1.99
,,r131,radio and tv,4940,880,1.5,0.3,407040,3.0,1.99
,,r132,sport and hobby,8200,2070,2.0,0.5,407040,3.0,1.99
,,r133,watch -- camera -- photographic and cinematographic equipment,2090,800,0.6,0.2,407040,3.0,1.99
,,r134,holidays -- hotels,15410,2650,4.0,0.6,407040,3.0,1.99
,,r135,other spare time,10750,2090,2.9,0.5,407040,3.0,1.99
,,r136,entertainment,2150,720,0.5,0.2,407040,3.0,1.99
,,r137,books -- newspapers -- television taxes,10870,900,3.2,0.3,407040,3.0,1.99
,,r138,mobiltelephone (callcharge and subscription fee),2840,440,0.8,0.1,407040,3.0,1.99
,,r139,telephone (callcharge and subscription fee),3720,300,1.2,0.1,407040,3.0,1.99
D9,decil 9,r001,total expenditures,412120,18300,100.0,0.0,409900,3.1,2.06
,,r002,food,48950,2500,12.9,0.8,409900,3.1,2.06
,,r003,bread and cereals,8290,640,2.2,0.2,409900,3.1,2.06
,,r004,rice and products of rice -- of which:,400,90,..,..,409900,3.1,2.06
,,r005,rice,230,80,..,..,409900,3.1,2.06
,,r006,products of rice,170,40,..,..,409900,3.1,2.06
,,r007,pasta products,600,90,..,..,409900,3.1,2.06
,,r008,flour -- grain,1120,290,0.3,0.1,409900,3.1,2.06
,,r009,bread -- of which:,3510,260,1.0,0.1,409900,3.1,2.06
,,r010,hard bread,460,70,..,..,409900,3.1,2.06
,,r011,soft white bread,860,110,..,..,409900,3.1,2.06
,,r012,soft brown bread,700,100,..,..,409900,3.1,2.06
,,r013,soft light bread,1000,120,..,..,409900,3.1,2.06
,,r014,bread unspecified,490,90,..,..,409900,3.1,2.06
,,r015,pastry-cook products,2650,340,0.7,0.1,409900,3.1,2.06
,,r016,meat,9590,740,2.5,0.2,409900,3.1,2.06
,,r017,fresh -- chilled or frozen meat of bovine animals,1330,240,0.4,0.1,409900,3.1,2.06
,,r018,fresh -- chilled or frozen meat of pig,1820,240,0.5,0.1,409900,3.1,2.06
,,r019,fresh -- chilled or frozen meat of sheep and goat,250,180,..,..,409900,3.1,2.06
,,r020,fresh -- chilled or frozen meat of poultry,1180,200,0.3,0.1,409900,3.1,2.06
,,r021,dried -- salted or smoked meat and edible meat offal,..,..,..,..,409900,3.1,2.06
,,r022,dried -- salted or smoked meat of pig,2250,290,0.6,0.1,409900,3.1,2.06
,,r023,dried -- salted or smoked other meats,290,60,..,..,409900,3.1,2.06
,,r024,meat -- sausages and meat of sandwiches,1450,170,..,..,409900,3.1,2.06
,,r025,pastry -- cured meats and provisions,360,70,..,..,409900,3.1,2.06
,,r026,meatdishes,500,150,..,..,409900,3.1,2.06
