Decile ID,Decile,Good ID,Good,Expenditures,Expenditures -- margin of error,Share,Share of margin of error,Calculated population size,Average number of persons,Average number of consumer units
,,r027,meat - unspecified,100,70,..,..,418370,3.2,2.09
,,r028,fish,3260,550,0.9,0.2,418370,3.2,2.09
,,r029,fresh -- chilled or frozen fish -- of which:,1260,340,0.3,0.1,418370,3.2,2.09
,,r030,codfish,250,90,..,..,418370,3.2,2.09
,,r031,salomonfish,660,190,0.2,0.1,418370,3.2,2.09
,,r032,herring,..,..,..,..,418370,3.2,2.09
,,r033,other fish,260,200,..,..,418370,3.2,2.09
,,r034,seafood,660,280,0.2,0.1,418370,3.2,2.09
,,r035,caviar -- roes -- other fishproducts,210,40,..,..,418370,3.2,2.09
,,r036,fish and seafood dishes,1080,190,0.3,0.1,418370,3.2,2.09
,,r037,fish and seafood - unspecified,50,40,..,..,418370,3.2,2.09
,,r038,milk -- cheese and eggs,8040,480,2.1,0.2,418370,3.2,2.09
,,r039,milk (fat >=1 --5%),440,100,..,..,418370,3.2,2.09
,,r040,low fat milk (fat <1 --5%),1300,150,0.3,0.1,418370,3.2,2.09
,,r041,preserved milk,30,20,..,..,418370,3.2,2.09
,,r042,yoghurt and sour milk,1480,140,0.4,0.1,418370,3.2,2.09
,,r043,cream -- sour cream (fat>=29%),440,60,..,..,418370,3.2,2.09
,,r044,cream -- sour cream (fat<29%),530,80,..,..,418370,3.2,2.09
,,r045,cheese (fat >=17%),2040,230,0.5,0.1,418370,3.2,2.09
,,r046,cheese (fat <17%),1110,160,0.3,0.1,418370,3.2,2.09
,,r047,eggs,660,80,..,..,418370,3.2,2.09
,,r048,milk -- cheese -- eggs - ospec,..,..,..,..,418370,3.2,2.09
,,r049,oils and fats,1360,140,0.3,0.1,418370,3.2,2.09
,,r050,butter,530,90,..,..,418370,3.2,2.09
,,r051,margarine (fat>=40%),310,50,..,..,418370,3.2,2.09
,,r052,margarine (fat<40%),120,30,..,..,418370,3.2,2.09
,,r053,olive oil -- cooking oil -- mayonnaise,380,80,..,..,418370,3.2,2.09
,,r054,fruit and berries,4000,340,1.1,0.1,418370,3.2,2.09
,,r055,apples,500,70,..,..,418370,3.2,2.09
,,r056,pears,190,50,..,..,418370,3.2,2.09
,,r057,bananas,660,80,..,..,418370,3.2,2.09
,,r058,citrus fruits,610,100,..,..,418370,3.2,2.09
,,r059,other fresh fruit,450,90,..,..,418370,3.2,2.09
,,r060,dried fruit,720,110,..,..,418370,3.2,2.09
,,r061,berries,620,120,..,..,418370,3.2,2.09
,,r062,preserved fruit and fruit based products,160,40,..,..,418370,3.2,2.09
,,r063,others fruit and berries,90,70,..,..,418370,3.2,2.09
,,r064,vegetables,5730,430,1.4,0.2,418370,3.2,2.09
,,r065,leaf and stem vegetables,720,100,..,..,418370,3.2,2.09
,,r066,cabbages -- fresh,210,50,..,..,418370,3.2,2.09
,,r067,vegetables cultivated for their fruit -- fresh ,2010,180,0.5,0.1,418370,3.2,2.09
,,r068,onion -- leek -- fresh,300,50,..,..,418370,3.2,2.09
,,r069,mashrooms -- fresh,100,30,..,..,418370,3.2,2.09
,,r070,soups -- vegetabledishes,920,130,..,..,418370,3.2,2.09
,,r071,root crops,260,40,..,..,418370,3.2,2.09
,,r072,potatoes,580,90,..,..,418370,3.2,2.09
,,r073,products of potatoes (french fries -- mashed potatoes),480,90,..,..,418370,3.2,2.09
,,r074,vegetables - unspecified,160,120,..,..,418370,3.2,2.09
,,r075,sugar and sweets,4530,360,1.1,0.1,418370,3.2,2.09
,,r076,sugar -- jam -- honey -- chocolate and confectionery,250,50,..,..,418370,3.2,2.09
,,r077,jams -- marmelade,260,60,..,..,418370,3.2,2.09
,,r078,ice cream,970,150,..,..,418370,3.2,2.09
,,r079,other suger products,3060,290,0.7,0.1,418370,3.2,2.09
,,r080,sauces -- condiments,910,120,..,..,418370,3.2,2.09
,,r081,salt -- spices and culinary herbs,580,110,..,..,418370,3.2,2.09
,,r082,baby food -- dietary preparations -- baker´s yeast and other food preparations,400,110,..,..,418370,3.2,2.09
,,r083,snacks,590,90,..,..,418370,3.2,2.09
,,r084,unspec provisions,1420,770,0.3,0.2,418370,3.2,2.09
,,r085,non alcoholic beverages,3590,270,0.9,0.1,418370,3.2,2.09
,,r086,fruit- and vegetable juices,670,100,..,..,418370,3.2,2.09
,,r087,soft drinks,1450,170,0.4,0.1,418370,3.2,2.09
,,r088,mineral or spring waters,300,60,..,..,418370,3.2,2.09
,,r089,coffee,830,110,..,..,418370,3.2,2.09
,,r090,tee,260,80,..,..,418370,3.2,2.09
,,r091,cacao,80,30,..,..,418370,3.2,2.09
,,r092,dinner out,17090,2610,4.0,0.6,418370,3.2,2.09
,,r093,alcoholic beverages (with low-strength beer),6010,950,1.5,0.3,418370,3.2,2.09
,,r094,tobacco ,2250,660,0.5,0.2,418370,3.2,2.09
,,r095,consumer goods,9550,1140,2.5,0.4,418370,3.2,2.09
,,r096,personal hygiene,5950,1030,1.6,0.4,418370,3.2,2.09
,,r097,other consumption purposes,3610,420,0.9,0.1,418370,3.2,2.09
,,r098,domestic services,22130,2270,5.6,0.6,418370,3.2,2.09
,,r099,childminding,4130,750,1.0,0.2,418370,3.2,2.09
,,r100,charge of skill -- other insurance,9960,820,2.7,0.4,418370,3.2,2.09
,,r101,other services,8040,1910,1.9,0.4,418370,3.2,2.09
,,r102,clothing and footwear,20980,3040,4.8,0.8,418370,3.2,2.09
,,r103,clothing,17060,2580,3.9,0.8,418370,3.2,2.09
,,r104, outdoor clothes,3540,1210,0.8,0.3,418370,3.2,2.09
,,r105,other clothes,9450,1690,2.2,0.6,418370,3.2,2.09
,,r106,underwear,2020,440,0.4,0.1,418370,3.2,2.09
,,r107,accessoarer -- hats -- caps -- gloves etc.,1020,530,0.2,0.1,418370,3.2,2.09
,,r108,footwear,3920,1020,0.9,0.2,418370,3.2,2.09
,,r109,housing,95890,6590,26.4,5.6,418370,3.2,2.09
,,r110,actual rentals for housing (incl. garage),19910,4360,6.0,2.2,418370,3.2,2.09
,,r111,reparations,13880,5210,2.9,1.1,418370,3.2,2.09
,,r112,householder´s comprehensive insurance,3060,280,0.8,0.1,418370,3.2,2.09
,,r113,services associates with housing ,6950,770,1.9,0.3,418370,3.2,2.09
,,r114,electicity -- gas and other fuels ,16270,1400,4.2,0.5,418370,3.2,2.09
,,r115,interests (gross),30240,3420,9.1,3.6,418370,3.2,2.09
,,r116,furnishings -- household equipment and routine maintenance of the house,21990,2690,5.0,0.8,418370,3.2,2.09
,,r117,furniture and furnishings -- carpets and other floor coverings,8480,1400,2.0,0.4,418370,3.2,2.09
,,r118,textile,1710,610,0.4,0.1,418370,3.2,2.09
,,r119,household applience,11800,1940,2.6,0.6,418370,3.2,2.09
,,r120,health and hospital services,10920,5150,2.4,0.6,418370,3.2,2.09
,,r121,transport,69390,10360,12.9,9.7,418370,3.2,2.09
,,r122,purchase of new motor-cars,19700,7470,..,..,418370,3.2,2.09
,,r123,purchase of other vehicles,5220,2620,1.1,0.4,418370,3.2,2.09
,,r124,operation of motor-cars,35020,4840,8.5,1.2,418370,3.2,2.09
,,r125,interests (motorcars - gross) -- licence duty,3080,650,0.8,0.2,418370,3.2,2.09
,,r126,operation of other vehicles,1310,530,0.3,0.1,418370,3.2,2.09
,,r127,interests (other vehicles - gross) -- licence duty (other vehicles),90,80,..,..,418370,3.2,2.09
,,r128,services of transport,4960,1370,1.6,1.0,418370,3.2,2.09
,,r129,leisure time and culture,79600,5830,19.9,2.1,418370,3.2,2.09
,,r130,weekend cottage,4080,1320,1.1,0.3,418370,3.2,2.09
,,r131,radio and tv,4480,790,1.1,0.2,418370,3.2,2.09
,,r132,sport and hobby,11930,3150,2.5,0.6,418370,3.2,2.09
,,r133,watch -- camera -- photographic and cinematographic equipment,2740,1160,0.6,0.2,418370,3.2,2.09
,,r134,holidays -- hotels,20150,2970,5.2,1.1,418370,3.2,2.09
,,r135,other spare time,13920,2450,3.4,0.5,418370,3.2,2.09
,,r136,entertainment,2960,1470,0.7,0.3,418370,3.2,2.09
,,r137,books -- newspapers -- television taxes,12580,1230,3.4,0.5,418370,3.2,2.09
,,r138,mobiltelephone (callcharge and subscription fee),3340,390,1.1,0.6,418370,3.2,2.09
,,r139,telephone (callcharge and subscription fee),3410,250,0.9,0.1,418370,3.2,2.09
D10,decil 10,r001,total expenditures,500620,27550,100.0,0.0,413240,3.4,2.20
,,r002,food,57160,2930,12.8,0.7,413240,3.4,2.20
,,r003,bread and cereals,8540,580,1.9,0.1,413240,3.4,2.20
,,r004,rice and products of rice -- of which:,430,90,..,..,413240,3.4,2.20
,,r005,rice,220,60,..,..,413240,3.4,2.20
,,r006,products of rice,210,60,..,..,413240,3.4,2.20
,,r007,pasta products,740,100,..,..,413240,3.4,2.20
,,r008,flour -- grain,1180,160,..,..,413240,3.4,2.20
,,r009,bread -- of which:,3720,270,0.8,0.1,413240,3.4,2.20
,,r010,hard bread,460,70,..,..,413240,3.4,2.20
,,r011,soft white bread,980,130,..,..,413240,3.4,2.20
,,r012,soft brown bread,480,80,..,..,413240,3.4,2.20
,,r013,soft light bread,1130,130,..,..,413240,3.4,2.20
,,r014,bread unspecified,680,120,..,..,413240,3.4,2.20
,,r015,pastry-cook products,2470,310,0.5,0.1,413240,3.4,2.20
,,r016,meat,12000,1340,2.7,0.3,413240,3.4,2.20
,,r017,fresh -- chilled or frozen meat of bovine animals,2200,390,0.5,0.1,413240,3.4,2.20
,,r018,fresh -- chilled or frozen meat of pig,2170,290,0.5,0.1,413240,3.4,2.20
,,r019,fresh -- chilled or frozen meat of sheep and goat,..,..,..,..,413240,3.4,2.20
,,r020,fresh -- chilled or frozen meat of poultry,1470,270,0.3,0.1,413240,3.4,2.20
,,r021,dried -- salted or smoked meat and edible meat offal,..,..,..,..,413240,3.4,2.20
,,r022,dried -- salted or smoked meat of pig,2260,230,0.5,0.1,413240,3.4,2.20
,,r023,dried -- salted or smoked other meats,340,80,..,..,413240,3.4,2.20
,,r024,meat -- sausages and meat of sandwiches,1550,210,0.4,0.1,413240,3.4,2.20
,,r025,pastry -- cured meats and provisions,390,80,..,..,413240,3.4,2.20
,,r026,meatdishes,380,100,..,..,413240,3.4,2.20
,,r027,meat - unspecified,230,110,..,..,413240,3.4,2.20
,,r028,fish,3790,490,0.8,0.1,413240,3.4,2.20
,,r029,fresh -- chilled or frozen fish -- of which:,1660,290,0.4,0.1,413240,3.4,2.20
,,r030,codfish,300,100,..,..,413240,3.4,2.20
,,r031,salomonfish,860,180,..,..,413240,3.4,2.20
,,r032,herring,..,..,..,..,413240,3.4,2.20
,,r033,other fish,390,190,..,..,413240,3.4,2.20
,,r034,seafood,580,260,..,..,413240,3.4,2.20
,,r035,caviar -- roes -- other fishproducts,260,50,..,..,413240,3.4,2.20
,,r036,fish and seafood dishes,1240,180,..,..,413240,3.4,2.20
,,r037,fish and seafood - unspecified,90,80,..,..,413240,3.4,2.20
,,r038,milk -- cheese and eggs,9290,550,2.1,0.1,413240,3.4,2.20
,,r039,milk (fat >=1 --5%),410,80,..,..,413240,3.4,2.20
,,r040,low fat milk (fat <1 --5%),1580,160,..,..,413240,3.4,2.20
,,r041,preserved milk,50,30,..,..,413240,3.4,2.20
,,r042,yoghurt and sour milk,1810,170,..,..,413240,3.4,2.20
,,r043,cream -- sour cream (fat>=29%),520,80,..,..,413240,3.4,2.20
,,r044,cream -- sour cream (fat<29%),510,60,..,..,413240,3.4,2.20
,,r045,cheese (fat >=17%),2260,220,0.5,0.1,413240,3.4,2.20
,,r046,cheese (fat <17%),1370,160,..,..,413240,3.4,2.20
,,r047,eggs,760,80,..,..,413240,3.4,2.20
,,r048,milk -- cheese -- eggs - ospec,..,..,..,..,413240,3.4,2.20
,,r049,oils and fats,1380,140,..,..,413240,3.4,2.20
,,r050,butter,610,90,..,..,413240,3.4,2.20
,,r051,margarine (fat>=40%),260,50,..,..,413240,3.4,2.20
,,r052,margarine (fat<40%),100,30,..,..,413240,3.4,2.20
,,r053,olive oil -- cooking oil -- mayonnaise,390,90,..,..,413240,3.4,2.20
,,r054,fruit and berries,5210,410,1.2,0.1,413240,3.4,2.20
,,r055,apples,570,70,..,..,413240,3.4,2.20
,,r056,pears,170,40,..,..,413240,3.4,2.20
,,r057,bananas,790,100,..,..,413240,3.4,2.20
,,r058,citrus fruits,870,130,..,..,413240,3.4,2.20
,,r059,other fresh fruit,680,120,..,..,413240,3.4,2.20
,,r060,dried fruit,940,140,..,..,413240,3.4,2.20
,,r061,berries,890,160,..,..,413240,3.4,2.20
,,r062,preserved fruit and fruit based products,210,60,..,..,413240,3.4,2.20
,,r063,others fruit and berries,90,50,..,..,413240,3.4,2.20
,,r064,vegetables,6690,460,1.5,0.1,413240,3.4,2.20
,,r065,leaf and stem vegetables,790,90,..,..,413240,3.4,2.20
,,r066,cabbages -- fresh,260,50,..,..,413240,3.4,2.20
,,r067,vegetables cultivated for their fruit -- fresh ,2390,210,0.5,0.1,413240,3.4,2.20
,,r068,onion -- leek -- fresh,340,50,..,..,413240,3.4,2.20
,,r069,mashrooms -- fresh,180,60,..,..,413240,3.4,2.20
,,r070,soups -- vegetabledishes,1090,140,..,..,413240,3.4,2.20
,,r071,root crops,390,80,..,..,413240,3.4,2.20
,,r072,potatoes,600,70,..,..,413240,3.4,2.20
,,r073,products of potatoes (french fries -- mashed potatoes),450,80,..,..,413240,3.4,2.20
,,r074,vegetables - unspecified,190,120,..,..,413240,3.4,2.20
,,r075,sugar and sweets,4980,390,1.1,0.1,413240,3.4,2.20
,,r076,sugar -- jam -- honey -- chocolate and confectionery,330,80,..,..,413240,3.4,2.20
,,r077,jams -- marmelade,310,60,..,..,413240,3.4,2.20
,,r078,ice cream,1050,170,..,..,413240,3.4,2.20
,,r079,other suger products,3290,310,0.7,0.1,413240,3.4,2.20
,,r080,sauces -- condiments,1000,130,..,..,413240,3.4,2.20
,,r081,salt -- spices and culinary herbs,660,110,..,..,413240,3.4,2.20
,,r082,baby food -- dietary preparations -- baker´s yeast and other food preparations,370,70,..,..,413240,3.4,2.20
,,r083,snacks,660,100,..,..,413240,3.4,2.20
,,r084,unspec provisions,2570,970,0.5,0.2,413240,3.4,2.20
,,r085,non alcoholic beverages,3940,310,0.9,0.1,413240,3.4,2.20
,,r086,fruit- and vegetable juices,840,110,..,..,413240,3.4,2.20
,,r087,soft drinks,1460,160,0.3,0.1,413240,3.4,2.20
,,r088,mineral or spring waters,390,90,..,..,413240,3.4,2.20
,,r089,coffee,940,150,..,..,413240,3.4,2.20
,,r090,tee,250,60,..,..,413240,3.4,2.20
,,r091,cacao,70,20,..,..,413240,3.4,2.20
,,r092,dinner out,21650,3670,4.1,0.6,413240,3.4,2.20
,,r093,alcoholic beverages (with low-strength beer),7190,1320,1.5,0.3,413240,3.4,2.20
,,r094,tobacco ,1700,590,0.4,0.1,413240,3.4,2.20
,,r095,consumer goods,10130,1020,2.1,0.2,413240,3.4,2.20
,,r096,personal hygiene,5700,730,1.2,0.1,413240,3.4,2.20
,,r097,other consumption purposes,4430,530,0.9,0.1,413240,3.4,2.20
,,r098,domestic services,24490,2690,4.9,0.5,413240,3.4,2.20
,,r099,childminding,3360,660,0.7,0.1,413240,3.4,2.20
,,r100,charge of skill -- other insurance,9790,870,2.2,0.2,413240,3.4,2.20
,,r101,other services,11340,2410,2.1,0.4,413240,3.4,2.20
,,r102,clothing and footwear,30920,5110,5.7,0.8,413240,3.4,2.20
,,r103,clothing,25680,4720,4.7,0.8,413240,3.4,2.20
,,r104, outdoor clothes,6430,3280,1.1,0.5,413240,3.4,2.20
,,r105,other clothes,14680,2830,2.8,0.5,413240,3.4,2.20
,,r106,underwear,2600,550,0.5,0.1,413240,3.4,2.20
,,r107,accessoarer -- hats -- caps -- gloves etc.,920,280,..,..,413240,3.4,2.20
,,r108,footwear,5240,1450,1.0,0.3,413240,3.4,2.20
,,r109,housing,105120,6410,22.4,1.4,413240,3.4,2.20
,,r110,actual rentals for housing (incl. garage),15990,4330,3.8,1.3,413240,3.4,2.20
,,r111,reparations,15460,4280,2.6,0.6,413240,3.4,2.20
,,r112,householder´s comprehensive insurance,3410,230,0.8,0.1,413240,3.4,2.20
,,r113,services associates with housing ,7930,1130,1.8,0.2,413240,3.4,2.20
,,r114,electicity -- gas and other fuels ,18540,1420,4.2,0.4,413240,3.4,2.20
,,r115,interests (gross),36600,3790,7.5,0.8,413240,3.4,2.20
,,r116,furnishings -- household equipment and routine maintenance of the house,41190,11910,7.1,1.0,413240,3.4,2.20
,,r117,furniture and furnishings -- carpets and other floor coverings,19510,10950,3.1,0.7,413240,3.4,2.20
,,r118,textile,3120,1630,0.6,0.3,413240,3.4,2.20
,,r119,household applience,18570,4100,3.4,0.6,413240,3.4,2.20
,,r120,health and hospital services,9490,3620,1.7,0.4,413240,3.4,2.20
,,r121,transport,75890,10560,13.9,1.7,413240,3.4,2.20
,,r122,purchase of new motor-cars,22700,7850,3.0,1.3,413240,3.4,2.20
,,r123,purchase of other vehicles,4700,1920,1.0,0.4,413240,3.4,2.20
,,r124,operation of motor-cars,34380,5910,7.2,1.0,413240,3.4,2.20
,,r125,interests (motorcars - gross) -- licence duty,2530,220,0.6,0.1,413240,3.4,2.20
,,r126,operation of other vehicles,1750,840,0.3,0.1,413240,3.4,2.20
,,r127,interests (other vehicles - gross) -- licence duty (other vehicles),..,..,..,..,413240,3.4,2.20
,,r128,services of transport,9620,2750,1.8,0.5,413240,3.4,2.20
,,r129,leisure time and culture,105740,9730,20.5,1.2,413240,3.4,2.20
,,r130,weekend cottage,6180,1580,1.3,0.3,413240,3.4,2.20
,,r131,radio and tv,5280,840,1.1,0.2,413240,3.4,2.20
,,r132,sport and hobby,22310,7180,3.4,0.7,413240,3.4,2.20
,,r133,watch -- camera -- photographic and cinematographic equipment,2810,740,0.5,0.1,413240,3.4,2.20
,,r134,holidays -- hotels,32700,4440,6.6,0.9,413240,3.4,2.20
,,r135,other spare time,12920,1840,2.6,0.4,413240,3.4,2.20
,,r136,entertainment,3550,1140,0.6,0.2,413240,3.4,2.20
,,r137,books -- newspapers -- television taxes,13360,1320,2.8,0.2,413240,3.4,2.20
,,r138,mobiltelephone (callcharge and subscription fee),2970,410,0.6,0.1,413240,3.4,2.20
,,r139,telephone (callcharge and subscription fee),3670,250,0.9,0.1,413240,3.4,2.20
TOT,all households,r001,total expenditures,280610,6700,100.0,0.0,4002530,2.1,1.57
,,r002,food,34780,890,13.2,0.9,4002530,2.1,1.57
,,r003,bread and cereals,5760,200,2.3,0.1,4002530,2.1,1.57
,,r004,rice and products of rice -- of which:,290,40,..,..,4002530,2.1,1.57
,,r005,rice,160,30,..,..,4002530,2.1,1.57
,,r006,products of rice,130,20,..,..,4002530,2.1,1.57
,,r007,pasta products,450,40,..,..,4002530,2.1,1.57
,,r008,flour -- grain,740,60,..,..,4002530,2.1,1.57
,,r009,bread -- of which:,2410,90,1.0,0.1,4002530,2.1,1.57
,,r010,hard bread,310,20,..,..,4002530,2.1,1.57
,,r011,soft white bread,600,40,..,..,4002530,2.1,1.57
,,r012,soft brown bread,380,30,..,..,4002530,2.1,1.57
,,r013,soft light bread,690,40,..,..,4002530,2.1,1.57
,,r014,bread unspecified,420,40,..,..,4002530,2.1,1.57
,,r015,pastry-cook products,1870,110,0.7,0.1,4002530,2.1,1.57
,,r016,meat,7040,310,2.6,0.2,4002530,2.1,1.57
,,r017,fresh -- chilled or frozen meat of bovine animals,980,90,..,..,4002530,2.1,1.57
,,r018,fresh -- chilled or frozen meat of pig,1300,90,0.5,0.1,4002530,2.1,1.57
,,r019,fresh -- chilled or frozen meat of sheep and goat,320,170,..,..,4002530,2.1,1.57
,,r020,fresh -- chilled or frozen meat of poultry,790,70,..,..,4002530,2.1,1.57
,,r021,dried -- salted or smoked meat and edible meat offal,..,..,..,..,4002530,2.1,1.57
,,r022,dried -- salted or smoked meat of pig,1510,90,0.6,0.1,4002530,2.1,1.57
,,r023,dried -- salted or smoked other meats,240,30,..,..,4002530,2.1,1.57
,,r024,meat -- sausages and meat of sandwiches,1100,60,..,..,4002530,2.1,1.57
,,r025,pastry -- cured meats and provisions,340,60,..,..,4002530,2.1,1.57
,,r026,meatdishes,340,50,..,..,4002530,2.1,1.57
,,r027,meat - unspecified,100,30,..,..,4002530,2.1,1.57
,,r028,fish,2260,140,0.9,0.1,4002530,2.1,1.57
,,r029,fresh -- chilled or frozen fish -- of which:,890,80,0.3,0.1,4002530,2.1,1.57
,,r030,codfish,200,30,..,..,4002530,2.1,1.57
,,r031,salomonfish,440,60,..,..,4002530,2.1,1.57
,,r032,herring,20,10,..,..,4002530,2.1,1.57
,,r033,other fish,180,40,..,..,4002530,2.1,1.57
,,r034,seafood,320,50,..,..,4002530,2.1,1.57
,,r035,caviar -- roes -- other fishproducts,150,20,..,..,4002530,2.1,1.57
,,r036,fish and seafood dishes,880,70,..,..,4002530,2.1,1.57
,,r037,fish and seafood - unspecified,50,20,..,..,4002530,2.1,1.57
,,r038,milk -- cheese and eggs,5830,170,2.1,0.4,4002530,2.1,1.57
,,r039,milk (fat >=1 --5%),350,30,..,..,4002530,2.1,1.57
,,r040,low fat milk (fat <1 --5%),950,50,0.3,0.1,4002530,2.1,1.57
,,r041,preserved milk,40,10,..,..,4002530,2.1,1.57
,,r042,yoghurt and sour milk,1020,50,..,..,4002530,2.1,1.57
,,r043,cream -- sour cream (fat>=29%),340,20,..,..,4002530,2.1,1.57
,,r044,cream -- sour cream (fat<29%),350,20,..,..,4002530,2.1,1.57
,,r045,cheese (fat >=17%),1520,80,0.5,0.1,4002530,2.1,1.57
,,r046,cheese (fat <17%),730,50,0.2,0.1,4002530,2.1,1.57
,,r047,eggs,530,30,..,..,4002530,2.1,1.57
,,r048,milk -- cheese -- eggs - ospec,..,..,..,..,4002530,2.1,1.57
,,r049,oils and fats,1010,50,0.4,0.1,4002530,2.1,1.57
,,r050,butter,420,30,..,..,4002530,2.1,1.57
,,r051,margarine (fat>=40%),240,20,..,..,4002530,2.1,1.57
,,r052,margarine (fat<40%),90,10,..,..,4002530,2.1,1.57
,,r053,olive oil -- cooking oil -- mayonnaise,250,30,..,..,4002530,2.1,1.57
,,r054,fruit and berries,2970,130,1.1,0.1,4002530,2.1,1.57
,,r055,apples,370,30,..,..,4002530,2.1,1.57
,,r056,pears,110,10,..,..,4002530,2.1,1.57
,,r057,bananas,500,30,..,..,4002530,2.1,1.57
,,r058,citrus fruits,480,30,..,..,4002530,2.1,1.57
,,r059,other fresh fruit,370,30,..,..,4002530,2.1,1.57
,,r060,dried fruit,530,50,..,..,4002530,2.1,1.57
,,r061,berries,440,40,..,..,4002530,2.1,1.57
,,r062,preserved fruit and fruit based products,120,20,..,..,4002530,2.1,1.57
,,r063,others fruit and berries,60,10,..,..,4002530,2.1,1.57
,,r064,vegetables,4030,150,1.5,0.1,4002530,2.1,1.57
,,r065,leaf and stem vegetables,470,40,..,..,4002530,2.1,1.57
,,r066,cabbages -- fresh,160,20,..,..,4002530,2.1,1.57
,,r067,vegetables cultivated for their fruit -- fresh ,1370,60,..,..,4002530,2.1,1.57
,,r068,onion -- leek -- fresh,200,10,..,..,4002530,2.1,1.57
,,r069,mashrooms -- fresh,70,10,..,..,4002530,2.1,1.57
,,r070,soups -- vegetabledishes,670,40,..,..,4002530,2.1,1.57
,,r071,root crops,230,20,..,..,4002530,2.1,1.57
,,r072,potatoes,410,30,..,..,4002530,2.1,1.57
,,r073,products of potatoes (french fries -- mashed potatoes),360,30,..,..,4002530,2.1,1.57
,,r074,vegetables - unspecified,80,20,..,..,4002530,2.1,1.57
,,r075,sugar and sweets,3170,130,1.2,0.1,4002530,2.1,1.57
,,r076,sugar -- jam -- honey -- chocolate and confectionery,230,30,..,..,4002530,2.1,1.57
,,r077,jams -- marmelade,200,20,..,..,4002530,2.1,1.57
,,r078,ice cream,590,50,..,..,4002530,2.1,1.57
,,r079,other suger products,2150,110,0.8,0.1,4002530,2.1,1.57
,,r080,sauces -- condiments,610,40,..,..,4002530,2.1,1.57
,,r081,salt -- spices and culinary herbs,400,30,..,..,4002530,2.1,1.57
,,r082,baby food -- dietary preparations -- baker´s yeast and other food preparations,300,30,..,..,4002530,2.1,1.57
,,r083,snacks,420,40,..,..,4002530,2.1,1.57
,,r084,unspec provisions,950,220,0.3,0.1,4002530,2.1,1.57
,,r085,non alcoholic beverages,2680,110,1.1,0.1,4002530,2.1,1.57
,,r086,fruit- and vegetable juices,490,40,..,..,4002530,2.1,1.57
,,r087,soft drinks,1070,70,..,..,4002530,2.1,1.57
,,r088,mineral or spring waters,220,30,..,..,4002530,2.1,1.57
,,r089,coffee,700,50,..,..,4002530,2.1,1.57
,,r090,tee,150,20,..,..,4002530,2.1,1.57
,,r091,cacao,50,10,..,..,4002530,2.1,1.57
,,r092,dinner out,10450,720,3.5,0.3,4002530,2.1,1.57
,,r093,alcoholic beverages (with low-strength beer),4000,340,1.5,0.1,4002530,2.1,1.57
,,r094,tobacco ,2020,250,0.9,0.2,4002530,2.1,1.57
,,r095,consumer goods,6290,320,2.4,0.2,4002530,2.1,1.57
,,r096,personal hygiene,3590,260,1.3,0.1,4002530,2.1,1.57
,,r097,other consumption purposes,2700,150,1.0,0.1,4002530,2.1,1.57
,,r098,domestic services,13530,740,4.3,0.6,4002530,2.1,1.57
,,r099,childminding,1600,120,..,..,4002530,2.1,1.57
,,r100,charge of skill -- other insurance,5890,270,2.2,0.1,4002530,2.1,1.57
,,r101,other services,6040,660,1.7,0.6,4002530,2.1,1.57
,,r102,clothing and footwear,13710,1080,4.2,0.3,4002530,2.1,1.57
,,r103,clothing,11210,930,3.4,0.3,4002530,2.1,1.57
,,r104, outdoor clothes,2490,570,0.7,0.2,4002530,2.1,1.57
,,r105,other clothes,6350,570,1.9,0.2,4002530,2.1,1.57
,,r106,underwear,1340,140,0.4,0.1,4002530,2.1,1.57
,,r107,accessoarer -- hats -- caps -- gloves etc.,500,90,..,..,4002530,2.1,1.57
,,r108,footwear,2510,400,0.7,0.1,4002530,2.1,1.57
,,r109,housing,72350,1690,29.5,1.5,4002530,2.1,1.57
,,r110,actual rentals for housing (incl. garage),30740,1360,15.8,1.0,4002530,2.1,1.57
,,r111,reparations,5820,910,1.4,0.3,4002530,2.1,1.57
,,r112,householder´s comprehensive insurance,2030,80,0.8,0.1,4002530,2.1,1.57
,,r113,services associates with housing ,4280,280,1.5,0.2,4002530,2.1,1.57
,,r114,electicity -- gas and other fuels ,11350,560,4.3,0.3,4002530,2.1,1.57
,,r115,interests (gross),14840,930,4.7,0.5,4002530,2.1,1.57
,,r116,furnishings -- household equipment and routine maintenance of the house,16070,1740,4.5,0.3,4002530,2.1,1.57
,,r117,furniture and furnishings -- carpets and other floor coverings,6810,1280,1.9,0.2,4002530,2.1,1.57
,,r118,textile,1360,320,0.4,0.1,4002530,2.1,1.57
,,r119,household applience,7900,1010,2.2,0.2,4002530,2.1,1.57
,,r120,health and hospital services,6400,880,2.0,0.3,4002530,2.1,1.57
,,r121,transport,42650,2540,14.5,4.6,4002530,2.1,1.57
,,r122,purchase of new motor-cars,10760,1660,..,..,4002530,2.1,1.57
,,r123,purchase of other vehicles,2750,690,..,..,4002530,2.1,1.57
,,r124,operation of motor-cars,21990,1450,7.3,0.5,4002530,2.1,1.57
,,r125,interests (motorcars - gross) -- licence duty,1820,100,0.7,0.1,4002530,2.1,1.57
,,r126,operation of other vehicles,960,220,0.3,0.1,4002530,2.1,1.57
,,r127,interests (other vehicles - gross) -- licence duty (other vehicles),70,30,..,..,4002530,2.1,1.57
,,r128,services of transport,4300,540,1.6,0.2,4002530,2.1,1.57
,,r129,leisure time and culture,53970,2140,17.8,1.8,4002530,2.1,1.57
